Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
POL,2002-01-01,2002-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2002,2002,7021,Annual value,LCU,2716.000000,A
POL,2003-01-01,2003-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2003,2003,7021,Annual value,LCU,2499.000000,A
POL,2004-01-01,2004-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2004,2004,7021,Annual value,LCU,3386.000000,A
POL,2005-01-01,2005-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2005,2005,7021,Annual value,LCU,4047.000000,A
POL,2006-01-01,2006-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2006,2006,7021,Annual value,LCU,4040.000000,A
POL,2007-01-01,2007-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2007,2007,7021,Annual value,LCU,3944.000000,A
POL,2008-01-01,2008-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2008,2008,7021,Annual value,LCU,4029.000000,A
POL,2009-01-01,2009-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2009,2009,7021,Annual value,LCU,4521.000000,A
POL,2010-01-01,2010-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2010,2010,7021,Annual value,LCU,4559.000000,A
POL,2010-01-01,2010-01-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2010,2010,7001,January,LCU,4915.000000,A
POL,2010-02-01,2010-02-28,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2010,2010,7002,February,LCU,4868.000000,A
POL,2010-03-01,2010-03-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2010,2010,7003,March,LCU,4543.000000,A
POL,2010-04-01,2010-04-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2010,2010,7004,April,LCU,4549.000000,A
POL,2010-05-01,2010-05-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2010,2010,7005,May,LCU,4377.000000,A
POL,2010-06-01,2010-06-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2010,2010,7006,June,LCU,4375.000000,A
POL,2010-07-01,2010-07-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2010,2010,7007,July,LCU,4305.000000,A
POL,2010-08-01,2010-08-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2010,2010,7008,August,LCU,4397.000000,A
POL,2010-09-01,2010-09-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2010,2010,7009,September,LCU,4479.000000,A
POL,2010-10-01,2010-10-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2010,2010,7010,October,LCU,4545.000000,A
POL,2010-11-01,2010-11-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2010,2010,7011,November,LCU,4921.000000,A
POL,2010-12-01,2010-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2010,2010,7012,December,LCU,5157.000000,A
POL,2011-01-01,2011-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,5576.000000,A
POL,2011-01-01,2011-01-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2011,2011,7001,January,LCU,5233.000000,A
POL,2011-02-01,2011-02-28,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2011,2011,7002,February,LCU,5328.000000,A
POL,2011-03-01,2011-03-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2011,2011,7003,March,LCU,5706.000000,A
POL,2011-04-01,2011-04-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2011,2011,7004,April,LCU,5750.000000,A
POL,2011-05-01,2011-05-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2011,2011,7005,May,LCU,5796.000000,A
POL,2011-06-01,2011-06-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2011,2011,7006,June,LCU,5653.000000,A
POL,2011-07-01,2011-07-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2011,2011,7007,July,LCU,5522.000000,A
POL,2011-08-01,2011-08-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2011,2011,7008,August,LCU,5875.000000,A
POL,2011-09-01,2011-09-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2011,2011,7009,September,LCU,5962.000000,A
POL,2011-10-01,2011-10-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2011,2011,7010,October,LCU,6002.000000,A
POL,2011-11-01,2011-11-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2011,2011,7011,November,LCU,6111.000000,A
POL,2011-12-01,2011-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2011,2011,7012,December,LCU,6350.000000,A
POL,2012-01-01,2012-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,LCU,6396.000000,A
POL,2012-01-01,2012-01-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2012,2012,7001,January,LCU,6590.000000,A
POL,2012-02-01,2012-02-29,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2012,2012,7002,February,LCU,6580.000000,A
POL,2012-03-01,2012-03-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2012,2012,7003,March,LCU,6410.000000,A
POL,2012-04-01,2012-04-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2012,2012,7004,April,LCU,6320.000000,A
POL,2012-05-01,2012-05-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2012,2012,7005,May,LCU,6310.000000,A
POL,2012-06-01,2012-06-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2012,2012,7006,June,LCU,6420.000000,A
POL,2012-07-01,2012-07-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2012,2012,7007,July,LCU,6450.000000,A
POL,2012-08-01,2012-08-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2012,2012,7008,August,LCU,6610.000000,A
POL,2012-09-01,2012-09-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2012,2012,7009,September,LCU,6610.000000,A
POL,2012-10-01,2012-10-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2012,2012,7010,October,LCU,6460.000000,A
POL,2012-11-01,2012-11-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2012,2012,7011,November,LCU,6550.000000,A
POL,2012-12-01,2012-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2012,2012,7012,December,LCU,6580.000000,A
POL,2013-01-01,2013-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,LCU,6196.000000,A
POL,2013-01-01,2013-01-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2013,2013,7001,January,LCU,6560.000000,A
POL,2013-02-01,2013-02-28,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2013,2013,7002,February,LCU,6620.000000,A
POL,2013-03-01,2013-03-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2013,2013,7003,March,LCU,6370.000000,A
POL,2013-04-01,2013-04-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2013,2013,7004,April,LCU,6380.000000,A
POL,2013-05-01,2013-05-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2013,2013,7005,May,LCU,6190.000000,A
POL,2013-06-01,2013-06-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2013,2013,7006,June,LCU,6180.000000,A
POL,2013-07-01,2013-07-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2013,2013,7007,July,LCU,6050.000000,A
POL,2013-08-01,2013-08-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2013,2013,7008,August,LCU,6020.000000,A
POL,2013-09-01,2013-09-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2013,2013,7009,September,LCU,6110.000000,A
POL,2013-10-01,2013-10-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2013,2013,7010,October,LCU,6110.000000,A
POL,2013-11-01,2013-11-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2013,2013,7011,November,LCU,6040.000000,A
POL,2013-12-01,2013-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2013,2013,7012,December,LCU,6100.000000,A
POL,2014-01-01,2014-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2014,2014,7021,Annual value,LCU,5963.000000,A
POL,2014-01-01,2014-01-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2014,2014,7001,January,LCU,6170.000000,A
POL,2014-02-01,2014-02-28,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2014,2014,7002,February,LCU,6120.000000,A
POL,2014-03-01,2014-03-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2014,2014,7003,March,LCU,6000.000000,A
POL,2014-04-01,2014-04-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2014,2014,7004,April,LCU,6110.000000,A
POL,2014-05-01,2014-05-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2014,2014,7005,May,LCU,6050.000000,A
POL,2014-06-01,2014-06-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2014,2014,7006,June,LCU,5990.000000,A
POL,2014-07-01,2014-07-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2014,2014,7007,July,LCU,5890.000000,A
POL,2014-08-01,2014-08-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2014,2014,7008,August,LCU,5990.000000,A
POL,2014-09-01,2014-09-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2014,2014,7009,September,LCU,5850.000000,A
POL,2014-10-01,2014-10-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2014,2014,7010,October,LCU,5620.000000,A
POL,2014-11-01,2014-11-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2014,2014,7011,November,LCU,5650.000000,A
POL,2014-12-01,2014-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2014,2014,7012,December,LCU,5750.000000,A
POL,2015-01-01,2015-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2015,2015,7021,Annual value,LCU,6019.000000,A
POL,2015-01-01,2015-01-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2015,2015,7001,January,LCU,5990.000000,A
POL,2015-02-01,2015-02-28,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2015,2015,7002,February,LCU,6130.000000,A
POL,2015-03-01,2015-03-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2015,2015,7003,March,LCU,6150.000000,A
POL,2015-04-01,2015-04-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2015,2015,7004,April,LCU,6080.000000,A
POL,2015-05-01,2015-05-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2015,2015,7005,May,LCU,6130.000000,A
POL,2015-06-01,2015-06-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2015,2015,7006,June,LCU,6220.000000,A
POL,2015-07-01,2015-07-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2015,2015,7007,July,LCU,5810.000000,A
POL,2015-08-01,2015-08-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2015,2015,7008,August,LCU,5860.000000,A
POL,2015-09-01,2015-09-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2015,2015,7009,September,LCU,5830.000000,A
POL,2015-10-01,2015-10-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2015,2015,7010,October,LCU,5910.000000,A
POL,2015-11-01,2015-11-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2015,2015,7011,November,LCU,6110.000000,A
POL,2015-12-01,2015-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2015,2015,7012,December,LCU,6160.000000,A
POL,2016-01-01,2016-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2016,2016,7021,Annual value,LCU,5915.000000,A
POL,2016-01-01,2016-01-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2016,2016,7001,January,LCU,6100.000000,A
POL,2016-02-01,2016-02-29,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2016,2016,7002,February,LCU,5960.000000,A
POL,2016-03-01,2016-03-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2016,2016,7003,March,LCU,5500.000000,A
POL,2016-04-01,2016-04-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2016,2016,7004,April,LCU,5940.000000,A
POL,2016-05-01,2016-05-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2016,2016,7005,May,LCU,6090.000000,A
POL,2016-06-01,2016-06-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2016,2016,7006,June,LCU,6110.000000,A
POL,2016-07-01,2016-07-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2016,2016,7007,July,LCU,5960.000000,A
POL,2016-08-01,2016-08-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2016,2016,7008,August,LCU,6080.000000,A
POL,2016-09-01,2016-09-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2016,2016,7009,September,LCU,6070.000000,A
POL,2016-10-01,2016-10-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2016,2016,7010,October,LCU,5860.000000,A
POL,2016-11-01,2016-11-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2016,2016,7011,November,LCU,5940.000000,A
POL,2016-12-01,2016-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2016,2016,7012,December,LCU,6220.000000,A
POL,2017-01-01,2017-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2017,2017,7021,Annual value,LCU,6349.000000,A
POL,2017-01-01,2017-01-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2017,2017,7001,January,LCU,6300.000000,A
POL,2017-02-01,2017-02-28,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2017,2017,7002,February,LCU,6190.000000,A
POL,2017-03-01,2017-03-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2017,2017,7003,March,LCU,6160.000000,A
POL,2017-04-01,2017-04-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2017,2017,7004,April,LCU,6240.000000,A
POL,2017-05-01,2017-05-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2017,2017,7005,May,LCU,6280.000000,A
POL,2017-06-01,2017-06-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2017,2017,7006,June,LCU,6230.000000,A
POL,2017-07-01,2017-07-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2017,2017,7007,July,LCU,6190.000000,A
POL,2017-08-01,2017-08-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2017,2017,7008,August,LCU,6360.000000,A
POL,2017-09-01,2017-09-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2017,2017,7009,September,LCU,6310.000000,A
POL,2017-10-01,2017-10-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2017,2017,7010,October,LCU,6440.000000,A
POL,2017-11-01,2017-11-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2017,2017,7011,November,LCU,6520.000000,A
POL,2017-12-01,2017-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2017,2017,7012,December,LCU,6680.000000,A
POL,2018-01-01,2018-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2018,2018,7021,Annual value,LCU,6576.000000,A
POL,2018-01-01,2018-01-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2018,2018,7001,January,LCU,6580.000000,A
POL,2018-02-01,2018-02-28,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2018,2018,7002,February,LCU,6471.000000,A
POL,2018-03-01,2018-03-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2018,2018,7003,March,LCU,6343.000000,A
POL,2018-04-01,2018-04-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2018,2018,7004,April,LCU,6580.000000,A
POL,2018-05-01,2018-05-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2018,2018,7005,May,LCU,6625.000000,A
POL,2018-06-01,2018-06-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2018,2018,7006,June,LCU,6492.000000,A
POL,2018-07-01,2018-07-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2018,2018,7007,July,LCU,6421.000000,A
POL,2018-08-01,2018-08-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2018,2018,7008,August,LCU,6519.000000,A
POL,2018-09-01,2018-09-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2018,2018,7009,September,LCU,6478.000000,A
POL,2018-10-01,2018-10-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2018,2018,7010,October,LCU,6507.000000,A
POL,2018-11-01,2018-11-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2018,2018,7011,November,LCU,6505.000000,A
POL,2018-12-01,2018-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2018,2018,7012,December,LCU,6540.000000,A
POL,2019-01-01,2019-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2019,2019,7021,Annual value,LCU,6332.000000,A
POL,2019-01-01,2019-01-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2019,2019,7001,January,LCU,6598.000000,A
POL,2019-02-01,2019-02-28,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2019,2019,7002,February,LCU,6393.000000,A
POL,2019-03-01,2019-03-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2019,2019,7003,March,LCU,6530.000000,A
POL,2019-04-01,2019-04-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2019,2019,7004,April,LCU,6487.000000,A
POL,2019-05-01,2019-05-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2019,2019,7005,May,LCU,6517.000000,A
POL,2019-06-01,2019-06-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2019,2019,7006,June,LCU,6056.000000,A
POL,2019-07-01,2019-07-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2019,2019,7007,July,LCU,6222.000000,A
POL,2019-08-01,2019-08-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2019,2019,7008,August,LCU,6107.000000,A
POL,2019-09-01,2019-09-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2019,2019,7009,September,LCU,6011.000000,A
POL,2019-10-01,2019-10-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2019,2019,7010,October,LCU,6055.000000,A
POL,2019-11-01,2019-11-30,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2019,2019,7011,November,LCU,6338.000000,A
POL,2019-12-01,2019-12-31,173,'616,Poland,945,'21111.01b,"Meat of cattle with the bone, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2019,2019,7012,December,LCU,6352.000000,A
